PRODUCTID	PRODUCTNDC	PRODUCTTYPENAME	NONPROPRIETARYNAME	DOSAGEFORMNAME	STARTMARKETINGDATE	ENDMARKETINGDATE	MARKETINGCATEGORYNAME	LABELERNAME	SUBSTANCENAME	ACTIVE_NUMERATOR_STRENGTH	ACTIVE_INGRED_UNIT	DEASCHEDULE	LISTING_RECORD_CERTIFIED_THROUGH
51552-0525_09414382-565f-c05a-e063-6394a90ac5bb	51552-0525	BULK INGREDIENT	Verapamil Hcl	POWDER	20040901	20270202	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	VERAPAMIL HYDROCHLORIDE	1	g/g		
51552-0529_09420b49-30f4-09c6-e063-6394a90aa573	51552-0529	BULK INGREDIENT	Climdamycin Phosphate	POWDER	20040901	20241221	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CLINDAMYCIN PHOSPHATE	1	g/g		
51552-0531_09430dae-16f9-6c0c-e063-6394a90afa3b	51552-0531	BULK INGREDIENT	Cimetidine	POWDER	20040901	20260405	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CIMETIDINE	1	g/g		
51552-0533_097bf546-345c-79b7-e063-6394a90a6ecc	51552-0533	BULK INGREDIENT	DHEA Micro	POWDER	19980401	20250220	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PRASTERONE	1	g/g		
51552-0536_097c161c-f208-7c05-e063-6394a90a87a6	51552-0536	BULK INGREDIENT	Minoxidil	POWDER	20040901	20260228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	MINOXIDIL	1	g/g		
51552-0545_097d0736-425b-e7a1-e063-6394a90aa9f9	51552-0545	BULK INGREDIENT	Dimercaptosuccinic Acid 2,3	POWDER	19980401	20250104	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	2,3-DIMERCAPTOSUCCINIC ACID	1	g/g		
51552-0548_097d120f-44a6-3b38-e063-6294a90a8e70	51552-0548	BULK INGREDIENT	Cellulose Microcrystalline	POWDER	20040102	20270215	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CELLULOSE, MICROCRYSTALLINE	1	g/g		
51552-0549_097d230d-7842-4cda-e063-6294a90a651c	51552-0549	BULK INGREDIENT	Poloxamer 407	GEL	19980401	20250529	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	POLOXAMER 407	.21	g/g		
51552-0550_116f403f-88ee-4706-e063-6394a90a6eac	51552-0550	BULK INGREDIENT	Lipoil	OIL	19980401	20241229	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ISOPROPYL PALMITATE; LECITHIN, SOYBEAN; SORBIC ACID	1; 1; 1	g/g; g/g; g/g		
51552-0552_097d98dd-7f30-6852-e063-6294a90aff71	51552-0552	BULK INGREDIENT	Kojic Acid	POWDER	20180724	20240919	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	KOJIC ACID	1	g/g		
51552-0553_0990f096-b691-53a3-e063-6394a90a1a05	51552-0553	BULK INGREDIENT	Phenytoin	POWDER	19980401	20250918	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PHENYTOIN	1	g/g		
51552-0554_0b634d2f-995e-107a-e063-6294a90a5adb	51552-0554	BULK INGREDIENT	Glutathione (L-) Reduced Form	POWDER	20040901	20250918	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	GLUTATHIONE	1	g/g		
51552-0559_0990ebed-ab40-4eaa-e063-6394a90adb1d	51552-0559	BULK INGREDIENT	Niacin	POWDER	19980401	20241031	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	NIACIN	1	g/g		
51552-0564_09913322-688c-5633-e063-6394a90abbb9	51552-0564	BULK INGREDIENT	Testosterone	POWDER	20040901	20240916	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TESTOSTERONE	1	g/g	CIII	
51552-0588_0992a4c9-b28d-b41f-e063-6294a90a4abc	51552-0588	BULK INGREDIENT	Edetate Disodium Dihydrate	POWDER	19980401	20260526	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	EDETATE DISODIUM	1	g/g		
51552-0589_0993b01a-3d4a-37df-e063-6294a90a1767	51552-0589	BULK INGREDIENT	Poloxamer 407	GEL	19980401	20250214	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	POLOXAMER 407	.26	g/g		
51552-0605_09ba5762-6b44-3a9b-e063-6394a90a53e9	51552-0605	BULK INGREDIENT	Clobetasol Propionate	POWDER	19980401	20240831	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CLOBETASOL PROPIONATE	1	mg/mg		
51552-0613_09ba859c-0879-4ca0-e063-6394a90a14f4	51552-0613	BULK INGREDIENT	Baclofen	POWDER	20040901	20270131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BACLOFEN	1	g/g		
51552-0618_0e7370f6-adef-8d7f-e063-6394a90a37f1	51552-0618	BULK INGREDIENT	Lactose Anhydrous	POWDER	19980401	20260601	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ANHYDROUS LACTOSE	1	g/g		
51552-0619_09bad27c-7f15-679f-e063-6394a90a90e0	51552-0619	BULK INGREDIENT	Ivermectin	POWDER	19980401	20250823	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	IVERMECTIN	1	g/g		
51552-0627_09badbb9-8faf-120a-e063-6294a90ad032	51552-0627	BULK INGREDIENT	Ketoconazole	POWDER	19980401	20270131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	KETOCONAZOLE	1	g/g		
51552-0641_ddd0d6ba-c7d1-4f32-e053-2995a90ac0fc	51552-0641	BULK INGREDIENT	Jelene	CREAM	20111031	20260430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	MINERAL OIL	1	g/g		
51552-0646_09bbf040-b7d7-c51f-e063-6294a90a5fea	51552-0646	BULK INGREDIENT	Co-Enzyme Q10	POWDER	20040901	20240913	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	UBIDECARENONE	1	g/g		
51552-0652_09bccd15-49e6-05b6-e063-6294a90a4a8f	51552-0652	BULK INGREDIENT	Apomorphine HCl	POWDER	19980401	20240731	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	APOMORPHINE HYDROCHLORIDE	1	mg/mg		
51552-0654_09bc2f5f-7af3-da4e-e063-6294a90a8920	51552-0654	BULK INGREDIENT	Biotin	POWDER	20040901	20250118	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BIOTIN	1	mg/mg		
51552-0671_09bd1e7c-d345-a1c7-e063-6394a90a2c33	51552-0671	BULK INGREDIENT	Acyclovir	POWDER	19980401	20250515	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ACYCLOVIR	1	g/g		
51552-0677_11e94f5a-f1f1-a85e-e063-6294a90ae9e6	51552-0677	BULK INGREDIENT	Hydrocodone Bitartrate	POWDER	20040901	20250831	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYDROCODONE BITARTRATE	1	g/g	CII	
51552-0678_09bdee6a-07cb-e21c-e063-6394a90aece2	51552-0678	BULK INGREDIENT	Morphine Sulfate	POWDER	19980401	20251130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	MORPHINE SULFATE	1	g/g	CII	
51552-0682_09bda16b-adde-ce0b-e063-6394a90ad8d8	51552-0682	BULK INGREDIENT	Hydromorphone Hydrochloride	POWDER	20040901	20270331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYDROMORPHONE HYDROCHLORIDE	1	g/g	CII	
51552-0684_09bdd59e-0b60-defd-e063-6294a90a6611	51552-0684	BULK INGREDIENT	Cholestyramine Resin	POWDER	19980401	20271015	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CHOLESTYRAMINE	1	g/g		
51552-0685_09be521b-cd3f-21d4-e063-6294a90adbde	51552-0685	BULK INGREDIENT	Oxycodone HCl	POWDER	19980401	20240831	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	OXYCODONE HYDROCHLORIDE	1	g/g	CII	
51552-0687_09bf56c4-6111-7aa8-e063-6394a90ad44b	51552-0687	BULK INGREDIENT	Fentanyl Citrate	POWDER	19980401	20260228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	FENTANYL CITRATE	1	mg/mg	CII	
51552-0692_116f6493-9e58-4a74-e063-6394a90a930f	51552-0692	BULK INGREDIENT	Simple Syrup	SYRUP	19980401	20250205	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SODIUM BENZOATE; SUCROSE	1; 1	g/g; g/g		
51552-0695_116f79c3-44f4-d102-e063-6294a90a8504	51552-0695	BULK INGREDIENT	Anhydrous Base	OINTMENT	19980401	20260410	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SODIUM LAURYL SULFATE; STEARYL ALCOHOL	1; 1	g/g; g/g		
51552-0697_09be69fc-6426-1ef8-e063-6394a90af449	51552-0697	BULK INGREDIENT	Ketamine Hydrochloride	POWDER	20040901	20270430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	KETAMINE HYDROCHLORIDE	1	g/g	CIII	
51552-0698_09be5724-9159-1bf1-e063-6394a90ae659	51552-0698	BULK INGREDIENT	Arginine	POWDER	19980401	20241012	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ARGININE	1	g/g		
51552-0702_0fc9acbd-d00a-477b-e063-6294a90a8e1c	51552-0702	BULK INGREDIENT	Methylcellulose 1%	GEL	19980401	20240818	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METHYLCELLULOSE (1500 CPS)	.01	g/g		
51552-0719_11363496-79a5-1080-e063-6394a90a6d32	51552-0719	BULK INGREDIENT	Trochibase	POWDER	20120102	20260716	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ACACIA; SUCRALOSE	1; 1	g/g; g/g		
51552-0720_0fc99c64-f50f-12cb-e063-6394a90a698b	51552-0720	BULK INGREDIENT	Nifedipine	POWDER	19980401	20270531	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	NIFEDIPINE	1	g/g		
51552-0726_09cca2b5-4dcf-de4b-e063-6394a90a570f	51552-0726	BULK INGREDIENT	Vitamin E Acetate	LIQUID	20090104	20250514	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	.ALPHA.-TOCOPHEROL ACETATE	1	g/g		
51552-0727_1136a291-2f31-c025-e063-6294a90a76d7	51552-0727	BULK INGREDIENT	Carbohol	GEL	19980401	20250205	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TROLAMINE	1	g/g		
51552-0728_09cca2b5-4dd1-de4b-e063-6394a90a570f	51552-0728	BULK INGREDIENT	Methadone HCl	POWDER	19980401	20241231	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METHADONE HYDROCHLORIDE	1	g/g	CII	
51552-0729_09ccb37b-78eb-b510-e063-6294a90a48d5	51552-0729	BULK INGREDIENT	Lorazepam	POWDER	20040901	20251130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	LORAZEPAM	1	g/g	CIV	
51552-0730_116fb645-c94c-72df-e063-6394a90a0cad	51552-0730	BULK INGREDIENT	Pramoxine HCl	POWDER	19980401	20240828	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PRAMOXINE HYDROCHLORIDE	1	g/g		
51552-0733_09cca2b5-4dd6-de4b-e063-6394a90a570f	51552-0733	BULK INGREDIENT	Fluorouracil-5	POWDER	19980401	20250108	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	FLUOROURACIL	1	g/g		
51552-0737_09cd0937-ab25-e162-e063-6294a90ae7fd	51552-0737	BULK INGREDIENT	Naltrexone Hydrochloride	POWDER	20040901	20260228	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	NALTREXONE HYDROCHLORIDE	1	g/g		
51552-0740_09cefad1-6cc7-c5b9-e063-6394a90a8209	51552-0740	BULK INGREDIENT	Diltiazem HCl	POWDER	19980401	20270203	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DILTIAZEM HYDROCHLORIDE	1	g/g		
51552-0745_0fc9ccb6-4dbf-4695-e063-6294a90ab644	51552-0745	BULK INGREDIENT	Phenobarbital	POWDER	19980401	20260630	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PHENOBARBITAL	1	g/g	CIV	
51552-0754_09cffad7-f671-2153-e063-6394a90a7da5	51552-0754	BULK INGREDIENT	Xylitol	POWDER	20040901	20260321	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	XYLITOL	1	g/g		
51552-0757_09d01cac-c5c1-6157-e063-6294a90aefee	51552-0757	BULK INGREDIENT	Pregnenolone Micro	POWDER	19980401	20250403	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PREGNENOLONE	1	g/g		
51552-0771_0fc9f936-e69f-87c2-e063-6294a90a81c5	51552-0771	BULK INGREDIENT	Niacinamide	POWDER	19980401	20260627	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	NIACINAMIDE	1	g/g		
51552-0775_0fca02d9-4807-8d82-e063-6294a90a4047	51552-0775	BULK INGREDIENT	Gentamicin Sulfate	POWDER	19980401	20260303	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	GENTAMICIN SULFATE	1	g/g		
51552-0807_0fca6a4e-ba9e-ccca-e063-6294a90a3a64	51552-0807	BULK INGREDIENT	Cherry	SYRUP	19980401	20250205	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ANHYDROUS CITRIC ACID; SODIUM BENZOATE	1; 1	g/g; g/g		
51552-0810_0fca8ff6-3040-687f-e063-6394a90ab511	51552-0810	BULK INGREDIENT	Raspberry	SYRUP	19980401	20241211	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ANHYDROUS CITRIC ACID; SODIUM BENZOATE	1; 1	g/g; g/g		
51552-0818_0bf07592-ec11-934e-e063-6294a90acdff	51552-0818	BULK INGREDIENT	Flurbiprofen	POWDER	20040901	20261231	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	FLURBIPROFEN	1	g/g		
51552-0819_0bf0184f-f53b-311d-e063-6394a90a58dd	51552-0819	BULK INGREDIENT	Calcium Citrate	POWDER	20090104	20250930	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CALCIUM CITRATE	1	kg/kg		
51552-0826_0bf1ccd3-27c4-04bb-e063-6294a90a5197	51552-0826	BULK INGREDIENT	Betahistine Dihydrochloride	POWDER	20040901	20260430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BETAHISTINE HYDROCHLORIDE	1	g/g		
51552-0827_0bf1bed2-016c-0e32-e063-6294a90a025c	51552-0827	BULK INGREDIENT	Methylcellulose 3%	GEL	19980401	20240716	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METHYLCELLULOSE (1500 CPS)	.03	g/g		
51552-0838_0bf2a221-6577-c75b-e063-6294a90abb1f	51552-0838	BULK INGREDIENT	Tamoxifen Citrate	POWDER	20040901	20240930	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	TAMOXIFEN CITRATE	1	g/g		
51552-0851_0c027b85-2b00-7df7-e063-6394a90ab63d	51552-0851	BULK INGREDIENT	Hydroxyurea	POWDER	20040901	20260113	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYDROXYUREA	1	g/g		
51552-0852_0c030374-8428-b68a-e063-6394a90af734	51552-0852	BULK INGREDIENT	Doxycycline Hyclate	POWDER	20040901	20250829	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DOXYCYCLINE HYCLATE	1	g/g		
51552-0866_0c03e40f-f82e-f472-e063-6394a90a0948	51552-0866	BULK INGREDIENT	Chrysin	POWDER	20111031	20240922	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CHRYSIN	1	g/g		
51552-0875_0c046516-3ae8-25e6-e063-6394a90a2ea9	51552-0875	BULK INGREDIENT	Stevia Extract	POWDER	20040901	20251014	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	STEVIA REBAUDIUNA LEAF	1	g/g		
51552-0882_0fcab38f-f6ce-543b-e063-6394a90a75a5	51552-0882	BULK INGREDIENT	Selegiline HCl	POWDER	20090104	20250531	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SELEGILINE HYDROCHLORIDE	1	g/g		
51552-0889_1136ff4e-40c1-8c26-e063-6394a90a5879	51552-0889	BULK INGREDIENT	Sufentanil Citrate	POWDER	20040901	20241130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SUFENTANIL CITRATE	1	mg/mg	CII	
51552-0897_101b02d3-ecc7-a9c8-e063-6394a90a364c	51552-0897	BULK INGREDIENT	Ethyl Alcohol	LIQUID	19980401	20250809	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ALCOHOL	1	mL/mL		
51552-0906_101b16e8-81fe-b4c4-e063-6294a90a773c	51552-0906	BULK INGREDIENT	Ursodiol	POWDER	20040901	20270711	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	URSODIOL	1	g/g		
51552-0907_0c05ee1e-211e-9fa2-e063-6394a90a341f	51552-0907	BULK INGREDIENT	Butalbital	POWDER	20090104	20260818	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	BUTALBITAL	1	g/g	CIII	
51552-0915_0a4c8795-d7f2-b67a-e063-6394a90a284e	51552-0915	BULK INGREDIENT	Metoprolol Tartrate	POWDER	20040901	20250531	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METOPROLOL TARTRATE	1	g/g		
51552-0919_11374c57-dc7e-9d0c-e063-6394a90a94aa	51552-0919	BULK INGREDIENT	Pentravan	CREAM	20120102	20270214	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CETYL ALCOHOL; GLYCERYL MONOSTEARATE; ISOPROPYL MYRISTATE; POLYOXYL 40 STEARATE; STEARIC ACID; STEARYL ALCOHOL; UREA	1; 1; 1; 1; 1; 1; 1	g/g; g/g; g/g; g/g; g/g; g/g; g/g		
51552-0920_0c065168-614e-bdba-e063-6394a90ae4cf	51552-0920	BULK INGREDIENT	Itraconazole	POWDER	20040901	20241130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ITRACONAZOLE	1	g/g		
51552-0921_11705ea5-4dcf-7071-e063-6294a90a8a7d	51552-0921	BULK INGREDIENT	Trochibase S	POWDER	20120102	20260205	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ACACIA; STEVIA LEAF	1; 1	g/g; g/g		
51552-0958_0c06b40e-a06f-3feb-e063-6294a90a6f9f	51552-0958	BULK INGREDIENT	Methylprednisolone Acetate	POWDER	20040901	20270430	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METHYLPREDNISOLONE ACETATE	1	g/g		
51552-0982_0c3fe1b5-41ba-53d8-e063-6394a90a4b81	51552-0982	BULK INGREDIENT	Doxepin Hydrochloride	POWDER	20040901	20250731	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DOXEPIN HYDROCHLORIDE	1	g/g		
51552-0985_0c414152-250a-aa6f-e063-6394a90a1059	51552-0985	BULK INGREDIENT	Clomipramine HCl	POWDER	20040901	20250731	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CLOMIPRAMINE HYDROCHLORIDE	1	g/g		
51552-1018_113787da-ab16-ad22-e063-6394a90ae9cd	51552-1018	BULK INGREDIENT	Methocarbamol	POWDER	20220620	20251225	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	METHOCARBAMOL	1	kg/kg		
51552-1023_0c4283c0-5a1d-1dac-e063-6394a90ab5e2	51552-1023	BULK INGREDIENT	Midazolam	POWDER	20200722	20261130	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	MIDAZOLAM	1	g/g	CIV	
51552-1025_0c52d11a-e29a-11fe-e063-6294a90a9078	51552-1025	BULK INGREDIENT	Diazepam	POWDER	20040901	20261231	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DIAZEPAM	1	g/g	CIV	
51552-1037_1069e9e1-918e-ce9a-e063-6394a90a9038	51552-1037	BULK INGREDIENT	Dyclonine HCl	POWDER	20040901	20250615	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DYCLONINE HYDROCHLORIDE	1	g/g		
51552-1042_106a2968-444c-e77d-e063-6394a90aa8c3	51552-1042	BULK INGREDIENT	Dapsone	POWDER	20210607	20270131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DAPSONE	1	g/g		
51552-1044_106ab237-b9c4-ab1b-e063-6294a90a6574	51552-1044	BULK INGREDIENT	Sulfasalazine	POWDER	20040901	20250131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	SULFASALAZINE	1	g/g		
51552-1050_106ab1d6-263b-2231-e063-6394a90ae3e8	51552-1050	BULK INGREDIENT	Omeprazole	POWDER	20040901	20260131	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	OMEPRAZOLE	1	g/g		
51552-1053_106aea86-93f8-0509-e063-6394a90a2d02	51552-1053	BULK INGREDIENT	Dimethylsulfoxide (DMSO)	LIQUID	20040901	20241229	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	DIMETHYL SULFOXIDE	1	g/g		
51552-1056_106aecf2-f8bc-343c-e063-6394a90aea4a	51552-1056	BULK INGREDIENT	Estradiol Cypionate	POWDER	20040901	20260929	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ESTRADIOL CYPIONATE	1	g/g		
51552-1059_0b757a64-bcca-7999-e063-6394a90a0482	51552-1059	BULK INGREDIENT	Pentoxifylline	POWDER	20040901	20260531	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PENTOXIFYLLINE	1	g/g		
51552-1079_1137a64a-892d-ac8c-e063-6294a90a870d	51552-1079	BULK INGREDIENT	SyrSpend SF	SUSPENSION	20120102	20270504	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ANHYDROUS CITRIC ACID; SODIUM BENZOATE; STARCH, CORN; SUCRALOSE	1; 1; 1; 1	g/g; g/g; g/g; g/g		
51552-1096_0c681022-18eb-2f16-e063-6394a90ae1b0	51552-1096	BULK INGREDIENT	Penicillamine	POWDER	20040901	20250331	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PENICILLAMINE	1	g/g		
51552-1123_1138a28d-ee17-4fe3-e063-6294a90a07a6	51552-1123	BULK INGREDIENT	SyrSpend SF Cherry	SUSPENSION	20120102	20261122	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ANHYDROUS CITRIC ACID; SODIUM BENZOATE; STARCH, CORN; SUCRALOSE	1; 1; 1; 1	g/g; g/g; g/g; g/g		
51552-1139_1138545d-6aed-0498-e063-6294a90a5a4b	51552-1139	BULK INGREDIENT	SyrSpend SF Alka Cherry	POWDER	20120102	20260618	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CALCIUM CARBONATE; STARCH, CORN; SUCRALOSE	1; 1; 1	g/g; g/g; g/g		
51552-1152_11720208-c33e-1fd9-e063-6394a90a7fde	51552-1152	BULK INGREDIENT	Anhydrous Base	GEL	20040901	20260410	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	HYDROXYPROPYL CELLULOSE; PROPYLENE GLYCOL	1; 1	g/g; g/g		
51552-1156_11337061-6258-b649-e063-6294a90a6323	51552-1156	BULK INGREDIENT	Supposiblend	PELLET	20111031	20250531	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PALM OIL	1	g/g		
51552-1162_0c6a64d9-5068-c5c9-e063-6294a90a9fed	51552-1162	BULK INGREDIENT	White Wax	PELLET	20040901	20251102	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	WHITE WAX	1	g/g		
51552-1165_0c6c1841-a4cc-4691-e063-6294a90a13c0	51552-1165	BULK INGREDIENT	Paraffin Wax Beads	BEAD	20040901	20241012	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	PARAFFIN	1	g/g		
51552-1167_11467e26-6294-5bab-e063-6394a90a807b	51552-1167	BULK INGREDIENT	SyrSpend SF Grape	SUSPENSION	20120102	20261122	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	ANHYDROUS CITRIC ACID; SODIUM BENZOATE; STARCH, CORN; SUCRALOSE	1; 1; 1; 1	g/g; g/g; g/g; g/g		
51552-1171_0c6c44d5-877b-4aca-e063-6294a90ae02f	51552-1171	BULK INGREDIENT	Levothyroxine Sodium T4	POWDER	20040901	20260806	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	LEVOTHYROXINE SODIUM	1	g/g		
51552-1194_0c6c6448-241e-b5f5-e063-6394a90a5910	51552-1194	BULK INGREDIENT	Mupirocin	POWDER	20040901	20250121	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	MUPIROCIN	1	g/g		
51552-1201_113806c8-cbc3-c6c5-e063-6394a90a5009	51552-1201	BULK INGREDIENT	SyrSpend SF Alka	POWDER	20120102	20280617	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Fagron Inc	CALCIUM CARBONATE; STARCH, CORN; SUCRALOSE	1; 1; 1	g/g; g/g; g/g		
